categories,chunks,context,id,targets,time_coords,time_indices,trials,words
animal,0,read,216,animal,6.8000030517578125,8,4,CERDO
animal,0,read,216,animal,7.650003433227539,9,4,CERDO
animal,0,read,216,animal,8.500003814697266,10,4,CERDO
animal,0,read,216,animal,9.350004196166992,11,4,CERDO
animal,0,read,216,animal,10.200004577636719,12,4,CERDO
animal,0,read,216,animal,11.050004959106445,13,4,CERDO
tool,0,read,217,tool,18.700008392333984,22,26,ALICATE
tool,0,read,217,tool,19.55000877380371,23,26,ALICATE
tool,0,read,217,tool,20.400009155273438,24,26,ALICATE
tool,0,read,217,tool,21.250009536743164,25,26,ALICATE
tool,0,read,217,tool,22.10000991821289,26,26,ALICATE
tool,0,read,217,tool,22.950010299682617,27,26,ALICATE
tool,0,read,218,tool,30.600013732910156,36,33,CUCHARA
tool,0,read,218,tool,31.450014114379883,37,33,CUCHARA
tool,0,read,218,tool,32.30001449584961,38,33,CUCHARA
tool,0,read,218,tool,33.150014877319336,39,33,CUCHARA
tool,0,read,218,tool,34.00001525878906,40,33,CUCHARA
tool,0,read,218,tool,34.85001564025879,41,33,CUCHARA
tool,0,read,219,tool,42.50001907348633,50,23,SIERRA
tool,0,read,219,tool,43.350019454956055,51,23,SIERRA
tool,0,read,219,tool,44.20001983642578,52,23,SIERRA
tool,0,read,219,tool,45.05002021789551,53,23,SIERRA
tool,0,read,219,tool,45.900020599365234,54,23,SIERRA
tool,0,read,219,tool,46.75002098083496,55,23,SIERRA
tool,0,read,220,tool,54.4000244140625,64,22,PINZA
tool,0,read,220,tool,55.25002479553223,65,22,PINZA
tool,0,read,220,tool,56.10002517700195,66,22,PINZA
tool,0,read,220,tool,56.95002555847168,67,22,PINZA
tool,0,read,220,tool,57.800025939941406,68,22,PINZA
tool,0,read,220,tool,58.65002632141113,69,22,PINZA
animal,0,read,221,animal,66.30002975463867,78,3,OVEJA
animal,0,read,221,animal,67.1500301361084,79,3,OVEJA
animal,0,read,221,animal,68.00003051757812,80,3,OVEJA
animal,0,read,221,animal,68.85003089904785,81,3,OVEJA
animal,0,read,221,animal,69.70003128051758,82,3,OVEJA
animal,0,read,221,animal,70.5500316619873,83,3,OVEJA
animal,0,read,223,animal,90.95004081726074,107,7,YEGUA
animal,0,read,223,animal,91.80004119873047,108,7,YEGUA
animal,0,read,223,animal,92.6500415802002,109,7,YEGUA
animal,0,read,223,animal,93.50004196166992,110,7,YEGUA
animal,0,read,223,animal,94.35004234313965,111,7,YEGUA
animal,0,read,223,animal,95.20004272460938,112,7,YEGUA
animal,0,read,224,animal,103.70004653930664,122,2,PERRO
animal,0,read,224,animal,104.55004692077637,123,2,PERRO
animal,0,read,224,animal,105.4000473022461,124,2,PERRO
animal,0,read,224,animal,106.25004768371582,125,2,PERRO
animal,0,read,224,animal,107.10004806518555,126,2,PERRO
animal,0,read,224,animal,107.95004844665527,127,2,PERRO
tool,0,read,225,tool,115.60005187988281,136,32,TORNILLO
tool,0,read,225,tool,116.45005226135254,137,32,TORNILLO
tool,0,read,225,tool,117.30005264282227,138,32,TORNILLO
tool,0,read,225,tool,118.15005302429199,139,32,TORNILLO
tool,0,read,225,tool,119.00005340576172,140,32,TORNILLO
tool,0,read,225,tool,119.85005378723145,141,32,TORNILLO
animal,0,read,226,animal,127.50005722045898,150,17,CANGURO
animal,0,read,226,animal,128.3500576019287,151,17,CANGURO
animal,0,read,226,animal,129.20005798339844,152,17,CANGURO
animal,0,read,226,animal,130.05005836486816,153,17,CANGURO
animal,0,read,226,animal,130.9000587463379,154,17,CANGURO
animal,0,read,226,animal,131.75005912780762,155,17,CANGURO
animal,0,read,226,animal,132.60005950927734,156,17,CANGURO
animal,0,read,227,animal,140.25006294250488,165,0,TIGRE
animal,0,read,227,animal,141.1000633239746,166,0,TIGRE
animal,0,read,227,animal,141.95006370544434,167,0,TIGRE
animal,0,read,227,animal,142.80006408691406,168,0,TIGRE
