categories,chunks,context,id,targets,time_coords,time_indices,trials,words
animal,0,read,0,animal,6.8000030517578125,8,16,ELEFANTE
animal,0,read,0,animal,7.650003433227539,9,16,ELEFANTE
animal,0,read,0,animal,8.500003814697266,10,16,ELEFANTE
animal,0,read,0,animal,9.350004196166992,11,16,ELEFANTE
animal,0,read,0,animal,10.200004577636719,12,16,ELEFANTE
animal,0,read,0,animal,11.050004959106445,13,16,ELEFANTE
animal,0,read,1,animal,19.55000877380371,23,1,GALLO
animal,0,read,1,animal,20.400009155273438,24,1,GALLO
animal,0,read,1,animal,21.250009536743164,25,1,GALLO
animal,0,read,1,animal,22.10000991821289,26,1,GALLO
animal,0,read,1,animal,22.950010299682617,27,1,GALLO
animal,0,read,1,animal,23.800010681152344,28,1,GALLO
tool,0,read,2,tool,30.600013732910156,36,22,PINZA
tool,0,read,2,tool,31.450014114379883,37,22,PINZA
tool,0,read,2,tool,32.30001449584961,38,22,PINZA
tool,0,read,2,tool,33.150014877319336,39,22,PINZA
tool,0,read,2,tool,34.00001525878906,40,22,PINZA
tool,0,read,2,tool,34.85001564025879,41,22,PINZA
tool,0,read,3,tool,42.50001907348633,50,29,CEPILLO
tool,0,read,3,tool,43.350019454956055,51,29,CEPILLO
tool,0,read,3,tool,44.20001983642578,52,29,CEPILLO
tool,0,read,3,tool,45.05002021789551,53,29,CEPILLO
tool,0,read,3,tool,45.900020599365234,54,29,CEPILLO
tool,0,read,3,tool,46.75002098083496,55,29,CEPILLO
tool,0,read,4,tool,54.4000244140625,64,30,TALADRO
tool,0,read,4,tool,55.25002479553223,65,30,TALADRO
tool,0,read,4,tool,56.10002517700195,66,30,TALADRO
tool,0,read,4,tool,56.95002555847168,67,30,TALADRO
tool,0,read,4,tool,57.800025939941406,68,30,TALADRO
tool,0,read,4,tool,58.65002632141113,69,30,TALADRO
tool,0,read,5,tool,66.30002975463867,78,27,TUERCA
tool,0,read,5,tool,67.1500301361084,79,27,TUERCA
tool,0,read,5,tool,68.00003051757812,80,27,TUERCA
tool,0,read,5,tool,68.85003089904785,81,27,TUERCA
tool,0,read,5,tool,69.70003128051758,82,27,TUERCA
tool,0,read,5,tool,70.5500316619873,83,27,TUERCA
tool,0,read,6,tool,79.9000358581543,94,34,MARTILLO
tool,0,read,6,tool,80.75003623962402,95,34,MARTILLO
tool,0,read,6,tool,81.60003662109375,96,34,MARTILLO
tool,0,read,6,tool,82.45003700256348,97,34,MARTILLO
tool,0,read,6,tool,83.3000373840332,98,34,MARTILLO
tool,0,read,6,tool,84.15003776550293,99,34,MARTILLO
animal,0,read,7,animal,91.80004119873047,108,10,GALLINA
animal,0,read,7,animal,92.6500415802002,109,10,GALLINA
animal,0,read,7,animal,93.50004196166992,110,10,GALLINA
animal,0,read,7,animal,94.35004234313965,111,10,GALLINA
animal,0,read,7,animal,95.20004272460938,112,10,GALLINA
animal,0,read,7,animal,96.0500431060791,113,10,GALLINA
tool,0,read,8,tool,104.55004692077637,123,26,ALICATE
tool,0,read,8,tool,105.4000473022461,124,26,ALICATE
tool,0,read,8,tool,106.25004768371582,125,26,ALICATE
tool,0,read,8,tool,107.10004806518555,126,26,ALICATE
tool,0,read,8,tool,107.95004844665527,127,26,ALICATE
tool,0,read,8,tool,108.800048828125,128,26,ALICATE
tool,0,read,8,tool,109.65004920959473,129,26,ALICATE
animal,0,read,9,animal,117.30005264282227,138,0,TIGRE
animal,0,read,9,animal,118.15005302429199,139,0,TIGRE
animal,0,read,9,animal,119.00005340576172,140,0,TIGRE
animal,0,read,9,animal,119.85005378723145,141,0,TIGRE
animal,0,read,9,animal,120.70005416870117,142,0,TIGRE
animal,0,read,9,animal,121.5500545501709,143,0,TIGRE
animal,0,read,9,animal,122.40005493164062,144,0,TIGRE
tool,0,read,10,tool,130.05005836486816,153,25,PINCEL
tool,0,read,10,tool,130.9000587463379,154,25,PINCEL
tool,0,read,10,tool,131.75005912780762,155,25,PINCEL
tool,0,read,10,tool,132.60005950927734,156,25,PINCEL
tool,0,read,10,tool,133.45005989074707,157,25,PINCEL
tool,0,read,10,tool,134.3000602722168,158,25,PINCEL
tool,0,read,10,tool,135.15006065368652,159,25,PINCEL
animal,0,read,11,animal,142.80006408691406,168,2,PERRO
animal,0,read,11,animal,143.6500644683838,169,2,PERRO
animal,0,read,11,animal,144.50006484985352,170,2,PERRO
animal,0,read,11,animal,145.35006523132324,171,2,PERRO
animal,0,read,11,animal,146.20006561279297,172,2,PERRO
animal,0,read,11,animal,147.0500659942627,173,2,PERRO
tool,0,read,12,tool,154.70006942749023,182,21,AGUJA
tool,0,read,12,tool,155.55006980895996,183,21,AGUJA
tool,0,read,12,tool,156.4000701904297,184,21,AGUJA
tool,0,read,12,tool,157.2500705718994,185,21,AGUJA
tool,0,read,12,tool,158.10007095336914,186,21,AGUJA
tool,0,read,12,tool,158.95007133483887,187,21,AGUJA
animal,0,read,13,animal,167.45007514953613,197,13,TORTUGA
animal,0,read,13,animal,168.30007553100586,198,13,TORTUGA
animal,0,read,13,animal,169.1500759124756,199,13,TORTUGA
animal,0,read,13,animal,170.0000762939453,200,13,TORTUGA
animal,0,read,13,animal,170.85007667541504,201,13,TORTUGA
animal,0,read,13,animal,171.70007705688477,202,13,TORTUGA
tool,0,read,14,tool,178.50008010864258,210,23,SIERRA
tool,0,read,14,tool,179.3500804901123,211,23,SIERRA
tool,0,read,14,tool,180.20008087158203,212,23,SIERRA
tool,0,read,14,tool,181.05008125305176,213,23,SIERRA
tool,0,read,14,tool,181.90008163452148,214,23,SIERRA
tool,0,read,14,tool,182.7500820159912,215,23,SIERRA
tool,0,read,14,tool,183.60008239746094,216,23,SIERRA
animal,0,read,15,animal,190.40008544921875,224,4,CERDO
animal,0,read,15,animal,191.25008583068848,225,4,CERDO
animal,0,read,15,animal,192.1000862121582,226,4,CERDO
animal,0,read,15,animal,192.95008659362793,227,4,CERDO
animal,0,read,15,animal,193.80008697509766,228,4,CERDO
animal,0,read,15,animal,194.65008735656738,229,4,CERDO
animal,0,read,16,animal,203.15009117126465,239,15,CAMELLO
animal,0,read,16,animal,204.00009155273438,240,15,CAMELLO
animal,0,read,16,animal,204.8500919342041,241,15,CAMELLO
animal,0,read,16,animal,205.70009231567383,242,15,CAMELLO
animal,0,read,16,animal,206.55009269714355,243,15,CAMELLO
animal,0,read,16,animal,207.40009307861328,244,15,CAMELLO
tool,0,read,17,tool,215.05009651184082,253,32,TORNILLO
tool,0,read,17,tool,215.90009689331055,254,32,TORNILLO
tool,0,read,17,tool,216.75009727478027,255,32,TORNILLO
tool,0,read,17,tool,217.60009765625,256,32,TORNILLO
tool,0,read,17,tool,218.45009803771973,257,32,TORNILLO
tool,0,read,17,tool,219.30009841918945,258,32,TORNILLO
tool,0,read,18,tool,226.950101852417,267,35,CUCHILLO
tool,0,read,18,tool,227.80010223388672,268,35,CUCHILLO
tool,0,read,18,tool,228.65010261535645,269,35,CUCHILLO
tool,0,read,18,tool,229.50010299682617,270,35,CUCHILLO
tool,0,read,18,tool,230.3501033782959,271,35,CUCHILLO
tool,0,read,18,tool,231.20010375976562,272,35,CUCHILLO
tool,0,read,19,tool,238.85010719299316,281,33,CUCHARA
tool,0,read,19,tool,239.7001075744629,282,33,CUCHARA
tool,0,read,19,tool,240.55010795593262,283,33,CUCHARA
tool,0,read,19,tool,241.40010833740234,284,33,CUCHARA
tool,0,read,19,tool,242.25010871887207,285,33,CUCHARA
tool,0,read,19,tool,243.1001091003418,286,33,CUCHARA
tool,0,read,20,tool,251.60011291503906,296,20,TIJERA
tool,0,read,20,tool,252.4501132965088,297,20,TIJERA
tool,0,read,20,tool,253.30011367797852,298,20,TIJERA
tool,0,read,20,tool,254.15011405944824,299,20,TIJERA
tool,0,read,20,tool,255.00011444091797,300,20,TIJERA
tool,0,read,20,tool,255.8501148223877,301,20,TIJERA
animal,0,read,21,animal,264.35011863708496,311,9,CONEJO
animal,0,read,21,animal,265.2001190185547,312,9,CONEJO
animal,0,read,21,animal,266.0501194000244,313,9,CONEJO
animal,0,read,21,animal,266.90011978149414,314,9,CONEJO
animal,0,read,21,animal,267.75012016296387,315,9,CONEJO
animal,0,read,21,animal,268.6001205444336,316,9,CONEJO
tool,0,read,22,tool,276.25012397766113,325,18,LLAVE
tool,0,read,22,tool,277.10012435913086,326,18,LLAVE
tool,0,read,22,tool,277.9501247406006,327,18,LLAVE
tool,0,read,22,tool,278.8001251220703,328,18,LLAVE
tool,0,read,22,tool,279.65012550354004,329,18,LLAVE
tool,0,read,22,tool,280.50012588500977,330,18,LLAVE
animal,0,read,23,animal,287.3001289367676,338,5,GORILA
animal,0,read,23,animal,288.1501293182373,339,5,GORILA
animal,0,read,23,animal,289.00012969970703,340,5,GORILA
animal,0,read,23,animal,289.85013008117676,341,5,GORILA
animal,0,read,23,animal,290.7001304626465,342,5,GORILA
animal,0,read,23,animal,291.5501308441162,343,5,GORILA
animal,0,read,23,animal,292.40013122558594,344,5,GORILA
tool,0,read,24,tool,299.20013427734375,352,19,LAPIZ
tool,0,read,24,tool,300.0501346588135,353,19,LAPIZ
tool,0,read,24,tool,300.9001350402832,354,19,LAPIZ
tool,0,read,24,tool,301.75013542175293,355,19,LAPIZ
tool,0,read,24,tool,302.60013580322266,356,19,LAPIZ
tool,0,read,24,tool,303.4501361846924,357,19,LAPIZ
animal,0,read,25,animal,311.1001396179199,366,12,BALLENA
animal,0,read,25,animal,311.95013999938965,367,12,BALLENA
animal,0,read,25,animal,312.8001403808594,368,12,BALLENA
animal,0,read,25,animal,313.6501407623291,369,12,BALLENA
animal,0,read,25,animal,314.5001411437988,370,12,BALLENA
animal,0,read,25,animal,315.35014152526855,371,12,BALLENA
tool,0,read,26,tool,323.0001449584961,380,24,CLAVO
tool,0,read,26,tool,323.8501453399658,381,24,CLAVO
tool,0,read,26,tool,324.70014572143555,382,24,CLAVO
tool,0,read,26,tool,325.5501461029053,383,24,CLAVO
tool,0,read,26,tool,326.400146484375,384,24,CLAVO
tool,0,read,26,tool,327.2501468658447,385,24,CLAVO
animal,0,read,27,animal,334.90015029907227,394,17,CANGURO
animal,0,read,27,animal,335.750150680542,395,17,CANGURO
animal,0,read,27,animal,336.6001510620117,396,17,CANGURO
animal,0,read,27,animal,337.45015144348145,397,17,CANGURO
animal,0,read,27,animal,338.3001518249512,398,17,CANGURO
animal,0,read,27,animal,339.1501522064209,399,17,CANGURO
tool,0,read,28,tool,346.80015563964844,408,31,SOPLETE
tool,0,read,28,tool,347.65015602111816,409,31,SOPLETE
