categories,chunks,context,id,targets,time_coords,time_indices,trials,words
animal,0,read,144,animal,6.8000030517578125,8,13,TORTUGA
animal,0,read,144,animal,7.650003433227539,9,13,TORTUGA
animal,0,read,144,animal,8.500003814697266,10,13,TORTUGA
animal,0,read,144,animal,9.350004196166992,11,13,TORTUGA
animal,0,read,144,animal,10.200004577636719,12,13,TORTUGA
animal,0,read,144,animal,11.050004959106445,13,13,TORTUGA
tool,0,read,146,tool,30.600013732910156,36,33,CUCHARA
tool,0,read,146,tool,31.450014114379883,37,33,CUCHARA
tool,0,read,146,tool,32.30001449584961,38,33,CUCHARA
tool,0,read,146,tool,33.150014877319336,39,33,CUCHARA
tool,0,read,146,tool,34.00001525878906,40,33,CUCHARA
tool,0,read,146,tool,34.85001564025879,41,33,CUCHARA
animal,0,read,147,animal,43.350019454956055,51,2,PERRO
animal,0,read,147,animal,44.20001983642578,52,2,PERRO
animal,0,read,147,animal,45.05002021789551,53,2,PERRO
animal,0,read,147,animal,45.900020599365234,54,2,PERRO
animal,0,read,147,animal,46.75002098083496,55,2,PERRO
animal,0,read,147,animal,47.60002136230469,56,2,PERRO
animal,0,read,148,animal,55.25002479553223,65,10,GALLINA
animal,0,read,148,animal,56.10002517700195,66,10,GALLINA
animal,0,read,148,animal,56.95002555847168,67,10,GALLINA
animal,0,read,148,animal,57.800025939941406,68,10,GALLINA
animal,0,read,148,animal,58.65002632141113,69,10,GALLINA
animal,0,read,148,animal,59.50002670288086,70,10,GALLINA
tool,0,read,149,tool,67.1500301361084,79,18,LLAVE
tool,0,read,149,tool,68.00003051757812,80,18,LLAVE
tool,0,read,149,tool,68.85003089904785,81,18,LLAVE
tool,0,read,149,tool,69.70003128051758,82,18,LLAVE
tool,0,read,149,tool,70.5500316619873,83,18,LLAVE
tool,0,read,149,tool,71.40003204345703,84,18,LLAVE
animal,0,read,150,animal,79.05003547668457,93,5,GORILA
animal,0,read,150,animal,79.9000358581543,94,5,GORILA
animal,0,read,150,animal,80.75003623962402,95,5,GORILA
animal,0,read,150,animal,81.60003662109375,96,5,GORILA
animal,0,read,150,animal,82.45003700256348,97,5,GORILA
animal,0,read,150,animal,83.3000373840332,98,5,GORILA
animal,0,read,151,animal,90.95004081726074,107,12,BALLENA
animal,0,read,151,animal,91.80004119873047,108,12,BALLENA
animal,0,read,151,animal,92.6500415802002,109,12,BALLENA
animal,0,read,151,animal,93.50004196166992,110,12,BALLENA
animal,0,read,151,animal,94.35004234313965,111,12,BALLENA
animal,0,read,151,animal,95.20004272460938,112,12,BALLENA
tool,0,read,152,tool,102.00004577636719,120,26,ALICATE
tool,0,read,152,tool,102.85004615783691,121,26,ALICATE
tool,0,read,152,tool,103.70004653930664,122,26,ALICATE
tool,0,read,152,tool,104.55004692077637,123,26,ALICATE
tool,0,read,152,tool,105.4000473022461,124,26,ALICATE
tool,0,read,152,tool,106.25004768371582,125,26,ALICATE
tool,0,read,152,tool,107.10004806518555,126,26,ALICATE
tool,0,read,153,tool,113.90005111694336,134,34,MARTILLO
tool,0,read,153,tool,114.75005149841309,135,34,MARTILLO
tool,0,read,153,tool,115.60005187988281,136,34,MARTILLO
tool,0,read,153,tool,116.45005226135254,137,34,MARTILLO
tool,0,read,153,tool,117.30005264282227,138,34,MARTILLO
tool,0,read,153,tool,118.15005302429199,139,34,MARTILLO
animal,0,read,154,animal,127.50005722045898,150,6,BURRO
animal,0,read,154,animal,128.3500576019287,151,6,BURRO
animal,0,read,154,animal,129.20005798339844,152,6,BURRO
animal,0,read,154,animal,130.05005836486816,153,6,BURRO
animal,0,read,154,animal,130.9000587463379,154,6,BURRO
animal,0,read,154,animal,131.75005912780762,155,6,BURRO
animal,0,read,155,animal,139.40006256103516,164,16,ELEFANTE
animal,0,read,155,animal,140.25006294250488,165,16,ELEFANTE
animal,0,read,155,animal,141.1000633239746,166,16,ELEFANTE
animal,0,read,155,animal,141.95006370544434,167,16,ELEFANTE
animal,0,read,155,animal,142.80006408691406,168,16,ELEFANTE
animal,0,read,155,animal,143.6500644683838,169,16,ELEFANTE
tool,0,read,156,tool,151.30006790161133,178,20,TIJERA
tool,0,read,156,tool,152.15006828308105,179,20,TIJERA
tool,0,read,156,tool,153.00006866455078,180,20,TIJERA
tool,0,read,156,tool,153.8500690460205,181,20,TIJERA
tool,0,read,156,tool,154.70006942749023,182,20,TIJERA
tool,0,read,156,tool,155.55006980895996,183,20,TIJERA
animal,0,read,157,animal,163.2000732421875,192,3,OVEJA
animal,0,read,157,animal,164.05007362365723,193,3,OVEJA
animal,0,read,157,animal,164.90007400512695,194,3,OVEJA
animal,0,read,157,animal,165.75007438659668,195,3,OVEJA
animal,0,read,157,animal,166.6000747680664,196,3,OVEJA
animal,0,read,157,animal,167.45007514953613,197,3,OVEJA
tool,0,read,158,tool,175.9500789642334,207,31,SOPLETE
tool,0,read,158,tool,176.80007934570312,208,31,SOPLETE
tool,0,read,158,tool,177.65007972717285,209,31,SOPLETE
tool,0,read,158,tool,178.50008010864258,210,31,SOPLETE
tool,0,read,158,tool,179.3500804901123,211,31,SOPLETE
tool,0,read,158,tool,180.20008087158203,212,31,SOPLETE
tool,0,read,159,tool,187.85008430480957,221,27,TUERCA
tool,0,read,159,tool,188.7000846862793,222,27,TUERCA
tool,0,read,159,tool,189.55008506774902,223,27,TUERCA
tool,0,read,159,tool,190.40008544921875,224,27,TUERCA
tool,0,read,159,tool,191.25008583068848,225,27,TUERCA
